"RED_IZO";"IČO";"Zřizovatel";"Území";"Kraj";"Okres/Obvod";"Správní úřad";"ORP";"ORP Název";"Plný název";"Zkrácený název";"Ulice";"Č. p.";"Č. or.";"Část obce";"PSČ";"Místo";"Kód RÚIAN";"Telefon";"Fax";"Email 1";"Email 2";"WWW";"Ředitel";"IZO";"Druh/Typ";"Název";"Škola - Ulice";"Škola - Č. p.";"Škola - Č. or.";"Škola - Část obce";"Škola - PSČ";"Škola - Místo";"Škola - Kód RÚIAN";"Kapacita";"Datum zahájení činnosti"
"610500732";"69610126";"7";"CZ0802";"Moravskoslezský kraj";"Frýdek-Místek";"B81000";"8121";"Třinec";"Střední škola, Základní škola a Mateřská škola, Třinec, Jablunkovská 241, příspěvková organizace";"Střední škola, ZŠ a MŠ";"Jablunkovská";"241";;"Lyžbice";"73961";"Třinec";"12566373";"558 331 358";"558 332 860";"skoly@zstrinec.cz";;"http://www.zstrinec.cz";"PhDr. Dalibor Pyszko";"150077939";"A00";"Mateřská škola";"Jablunkovská";"241";;"Lyžbice";"73961";"Třinec";"12566373";"24";"01.09.2005"
"610500732";"69610126";"7";"CZ0802";"Moravskoslezský kraj";"Frýdek-Místek";"B81000";"8121";"Třinec";"Střední škola, Základní škola a Mateřská škola, Třinec, Jablunkovská 241, příspěvková organizace";"Střední škola, ZŠ a MŠ";"Jablunkovská";"241";;"Lyžbice";"73961";"Třinec";"12566373";"558 331 358";"558 332 860";"skoly@zstrinec.cz";;"http://www.zstrinec.cz";"PhDr. Dalibor Pyszko";"181010941";"L13";"Školní jídelna - výdejna";"Jablunkovská";"241";;"Lyžbice";"73961";"Třinec";"12566373";"44";"01.09.2009"
"610550900";"69594091";"6";"CZ0801";"Moravskoslezský kraj";"Bruntál";"B81000";"8114";"Krnov";"Mateřská škola, základní škola a střední škola Slezské diakonie Krnov";"MŠ, ZŠ a SŠ Slezské diakonie Krnov";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"733 142 402, 775 708 337";;"veronika.zidkova@specialniskoly.cz";"krnov@specialniskoly.cz";"www.specialniskoly.cz";"Mgr. Veronika Židková";"110550919";"B00";"Základní škola";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"128";"01.09.1999"
"610550900";"69594091";"6";"CZ0801";"Moravskoslezský kraj";"Bruntál";"B81000";"8114";"Krnov";"Mateřská škola, základní škola a střední škola Slezské diakonie Krnov";"MŠ, ZŠ a SŠ Slezské diakonie Krnov";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"733 142 402, 775 708 337";;"veronika.zidkova@specialniskoly.cz";"krnov@specialniskoly.cz";"www.specialniskoly.cz";"Mgr. Veronika Židková";"110550927";"G21";"Školní družina";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"86";"01.09.1999"
"610550900";"69594091";"6";"CZ0801";"Moravskoslezský kraj";"Bruntál";"B81000";"8114";"Krnov";"Mateřská škola, základní škola a střední škola Slezské diakonie Krnov";"MŠ, ZŠ a SŠ Slezské diakonie Krnov";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"733 142 402, 775 708 337";;"veronika.zidkova@specialniskoly.cz";"krnov@specialniskoly.cz";"www.specialniskoly.cz";"Mgr. Veronika Židková";"174101457";"A00";"Mateřská škola";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"16";"01.09.2006"
"610550900";"69594091";"6";"CZ0801";"Moravskoslezský kraj";"Bruntál";"B81000";"8114";"Krnov";"Mateřská škola, základní škola a střední škola Slezské diakonie Krnov";"MŠ, ZŠ a SŠ Slezské diakonie Krnov";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"733 142 402, 775 708 337";;"veronika.zidkova@specialniskoly.cz";"krnov@specialniskoly.cz";"www.specialniskoly.cz";"Mgr. Veronika Židková";"181055058";"C00";"Střední škola";"Hlubčická";"294";"9";"Pod Bezručovým vrchem";"79401";"Krnov";"14054361";"28";"01.09.2014"
"610550900";"69594091";"6";"CZ0801";"Moravskoslezský kraj";"Bruntál";"B81000";"8114";"Krnov";"Mateřská škola, základní škola a střední škola Slezské diakonie Krnov";"MŠ, ZŠ a SŠ Slezské diakonie Krnov";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"733 142 402, 775 708 337";;"veronika.zidkova@specialniskoly.cz";"krnov@specialniskoly.cz";"www.specialniskoly.cz";"Mgr. Veronika Židková";"181081202";"L13";"Školní jídelna - výdejna";"SPC N";"454";"54";"Pod Cvilínem";"79401";"Krnov";"14077833";"54";"01.09.2016"
"610551353";"60341777";"7";"CZ0715";"Olomoucký kraj";"Šumperk";"B71000";"7106";"Mohelnice";"Střední škola, Základní škola a Mateřská škola Mohelnice, Masarykova 4";"Střední škola, Základní škola a MŠ";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"583 430 046";"583 430 046";"skola@szm-mohelnice.cz";;"www.zsams-mohelnice.cz";"Mgr. Jaroslava Horčičková";"110551362";"B00";"Základní škola";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"130";"01.09.1958"
"610551353";"60341777";"7";"CZ0715";"Olomoucký kraj";"Šumperk";"B71000";"7106";"Mohelnice";"Střední škola, Základní škola a Mateřská škola Mohelnice, Masarykova 4";"Střední škola, Základní škola a MŠ";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"583 430 046";"583 430 046";"skola@szm-mohelnice.cz";;"www.zsams-mohelnice.cz";"Mgr. Jaroslava Horčičková";"110551397";"A00";"Mateřská škola";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"20";"01.09.2000"
"610551353";"60341777";"7";"CZ0715";"Olomoucký kraj";"Šumperk";"B71000";"7106";"Mohelnice";"Střední škola, Základní škola a Mateřská škola Mohelnice, Masarykova 4";"Střední škola, Základní škola a MŠ";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"583 430 046";"583 430 046";"skola@szm-mohelnice.cz";;"www.zsams-mohelnice.cz";"Mgr. Jaroslava Horčičková";"110551401";"G21";"Školní družina";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"40";"01.09.2000"
"610551353";"60341777";"7";"CZ0715";"Olomoucký kraj";"Šumperk";"B71000";"7106";"Mohelnice";"Střední škola, Základní škola a Mateřská škola Mohelnice, Masarykova 4";"Střední škola, Základní škola a MŠ";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"583 430 046";"583 430 046";"skola@szm-mohelnice.cz";;"www.zsams-mohelnice.cz";"Mgr. Jaroslava Horčičková";"110551427";"L13";"Školní jídelna - výdejna";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"40";"01.09.2000"
"610551353";"60341777";"7";"CZ0715";"Olomoucký kraj";"Šumperk";"B71000";"7106";"Mohelnice";"Střední škola, Základní škola a Mateřská škola Mohelnice, Masarykova 4";"Střední škola, Základní škola a MŠ";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"583 430 046";"583 430 046";"skola@szm-mohelnice.cz";;"www.zsams-mohelnice.cz";"Mgr. Jaroslava Horčičková";"181073978";"C00";"Střední škola";"Masarykova";"434";"4";"Mohelnice";"78985";"Mohelnice";"8126534";"28";"01.09.2016"
"618700684";"70888396";"2";"CZ0632";"Kraj Vysočina";"Jihlava";"D61050";"6105";"Jihlava";"Základní škola speciální a Praktická škola Jihlava, příspěvková organizace";"Základní škola a Praktická škola";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"567 333 644";"567 313 527";"reditelstvi@pomskola.cz";;"http://www.pomskola.cz";"Mgr. Zuzana Šimková";"118700693";"B00";"Základní škola";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"80";"01.09.2004"
"618700684";"70888396";"2";"CZ0632";"Kraj Vysočina";"Jihlava";"D61050";"6105";"Jihlava";"Základní škola speciální a Praktická škola Jihlava, příspěvková organizace";"Základní škola a Praktická škola";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"567 333 644";"567 313 527";"reditelstvi@pomskola.cz";;"http://www.pomskola.cz";"Mgr. Zuzana Šimková";"118700707";"G21";"Školní družina";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"50";"01.09.2004"
"618700684";"70888396";"2";"CZ0632";"Kraj Vysočina";"Jihlava";"D61050";"6105";"Jihlava";"Základní škola speciální a Praktická škola Jihlava, příspěvková organizace";"Základní škola a Praktická škola";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"567 333 644";"567 313 527";"reditelstvi@pomskola.cz";;"http://www.pomskola.cz";"Mgr. Zuzana Šimková";"150072627";"L13";"Školní jídelna - výdejna";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"90";"01.09.2004"
"618700684";"70888396";"2";"CZ0632";"Kraj Vysočina";"Jihlava";"D61050";"6105";"Jihlava";"Základní škola speciální a Praktická škola Jihlava, příspěvková organizace";"Základní škola a Praktická škola";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"567 333 644";"567 313 527";"reditelstvi@pomskola.cz";;"http://www.pomskola.cz";"Mgr. Zuzana Šimková";"181013410";"C00";"Střední škola";"Březinova";"3659";"31";"Jihlava";"58601";"Jihlava";"12365408";"30";"01.09.2010"
"650003551";"25862391";"5";"CZ0806";"Moravskoslezský kraj";"Ostrava-město";"B81000";"8119";"Ostrava";"AVE ART Ostrava, vyšší odborná škola, střední umělecká škola a základní umělecká škola, s.r.o.";"AVE ART Ostrava, VOŠ, SUŠ a ZUŠ";"Hasičská";"550";"50";"Hrabůvka";"70030";"Ostrava";"3242790";"595 782 930";"595 792 930";"aveart@aveart.cz";;"http://www.aveart.cz";"Ing. Jaroslav Prokop";"150004516";"C00";"Střední škola";"Hasičská";"550";"50";"Hrabůvka";"70030";"Ostrava";"3242790";"240";"01.09.2002"
"650003551";"25862391";"5";"CZ0806";"Moravskoslezský kraj";"Ostrava-město";"B81000";"8119";"Ostrava";"AVE ART Ostrava, vyšší odborná škola, střední umělecká škola a základní umělecká škola, s.r.o.";"AVE ART Ostrava, VOŠ, SUŠ a ZUŠ";"Hasičská";"550";"50";"Hrabůvka";"70030";"Ostrava";"3242790";"595 782 930";"595 792 930";"aveart@aveart.cz";;"http://www.aveart.cz";"Ing. Jaroslav Prokop";"181017156";"F10";"Základní umělecká škola";"Hasičská";"550";"50";"Hrabůvka";"70030";"Ostrava";"3242790";"80";"01.09.2010"
"650003551";"25862391";"5";"CZ0806";"Moravskoslezský kraj";"Ostrava-město";"B81000";"8119";"Ostrava";"AVE ART Ostrava, vyšší odborná škola, střední umělecká škola a základní umělecká škola, s.r.o.";"AVE ART Ostrava, VOŠ, SUŠ a ZUŠ";"Hasičská";"550";"50";"Hrabůvka";"70030";"Ostrava";"3242790";"595 782 930";"595 792 930";"aveart@aveart.cz";;"http://www.aveart.cz";"Ing. Jaroslav Prokop";"181111888";"E00";"Vyšší odborná škola";"Hasičská";"550";"50";"Hrabůvka";"70030";"Ostrava";"3242790";"60";"01.09.2020"
"650003578";"27678296";"5";"CZ0713";"Olomoucký kraj";"Prostějov";"B71000";"7108";"Prostějov";"TRIVIS - Střední škola veřejnoprávní Prostějov, s.r.o.";"TRIVIS-Střední škola veřejnoprávní,s.r.o";"Havlíčkova";"2920";"24";"Prostějov";"79601";"Prostějov";"24835889";"582 336 649";"582 336 649";"prostejov@trivis.cz";;"http://www.trivisprostejov.cz";"Mgr. Anna Zedníková";"150003595";"C00";"Střední škola";"Havlíčkova";"2920";"24";"Prostějov";"79601";"Prostějov";"24835889";"380";"01.09.2001"
"650003969";"26325233";"5";"CZ0412";"Karlovarský kraj";"Karlovy Vary";"B41000";"4103";"Karlovy Vary";"TRIVIS - Střední škola veřejnoprávní Karlovy Vary, s.r.o.";"TRIVIS - SŠ veřejnoprávní K.Vary, s.r.o.";"nábřeží Jana Palacha";"932";"20";"Karlovy Vary";"36001";"Karlovy Vary";"20737726";"353 585 603";"353 585 603";"karlovyvary@trivis.cz";"vendulapusova@trivis.cz";"www.trivis-kv.cz";"Mgr. Vendula Pušová";"150003978";"C00";"Střední škola";"nábřeží Jana Palacha";"932";"20";"Karlovy Vary";"36001";"Karlovy Vary";"20737726";"450";"10.12.2001"
"650004639";"25136241";"5";"CZ0105";"Hlavní město Praha";"Praha 5";"B11000";"1100";"Hlavní město Praha";"Německá škola v Praze s.r.o. - zahraniční škola, základní škola a gymnázium";"Německá škola v Praze s.r.o.-zahr.šk.,ZŠ a gymnáz.";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"235 311 725";"235 311 703";"jitka.spetova@dsp-praha.cz";;"https://www.dsp-praha.org";"Meri-Hanna Budde-Mäkinen";"150004648";"C00";"Střední škola";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"200";"01.09.2001"
"650004639";"25136241";"5";"CZ0105";"Hlavní město Praha";"Praha 5";"B11000";"1100";"Hlavní město Praha";"Německá škola v Praze s.r.o. - zahraniční škola, základní škola a gymnázium";"Německá škola v Praze s.r.o.-zahr.šk.,ZŠ a gymnáz.";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"235 311 725";"235 311 703";"jitka.spetova@dsp-praha.cz";;"https://www.dsp-praha.org";"Meri-Hanna Budde-Mäkinen";"181019990";"L13";"Školní jídelna - výdejna";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"265";"01.09.2010"
"650004639";"25136241";"5";"CZ0105";"Hlavní město Praha";"Praha 5";"B11000";"1100";"Hlavní město Praha";"Německá škola v Praze s.r.o. - zahraniční škola, základní škola a gymnázium";"Německá škola v Praze s.r.o.-zahr.šk.,ZŠ a gymnáz.";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"235 311 725";"235 311 703";"jitka.spetova@dsp-praha.cz";;"https://www.dsp-praha.org";"Meri-Hanna Budde-Mäkinen";"250004526";"B00";"Základní škola";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"65";"01.09.2025"
"650004639";"25136241";"5";"CZ0105";"Hlavní město Praha";"Praha 5";"B11000";"1100";"Hlavní město Praha";"Německá škola v Praze s.r.o. - zahraniční škola, základní škola a gymnázium";"Německá škola v Praze s.r.o.-zahr.šk.,ZŠ a gymnáz.";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"235 311 725";"235 311 703";"jitka.spetova@dsp-praha.cz";;"https://www.dsp-praha.org";"Meri-Hanna Budde-Mäkinen";"250006171";"G21";"Školní družina";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"40";"01.09.2025"
"650004639";"25136241";"5";"CZ0105";"Hlavní město Praha";"Praha 5";"B11000";"1100";"Hlavní město Praha";"Německá škola v Praze s.r.o. - zahraniční škola, základní škola a gymnázium";"Německá škola v Praze s.r.o.-zahr.šk.,ZŠ a gymnáz.";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"235 311 725";"235 311 703";"jitka.spetova@dsp-praha.cz";;"https://www.dsp-praha.org";"Meri-Hanna Budde-Mäkinen";"250017075";"A00";"Mateřská škola";"Schwarzenberská";"700";"1";"Jinonice";"15800";"Praha";"25965913";"80";"01.09.2026"
"650004833";"25946901";"5";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední odborné učiliště včelařské - Včelařské vzdělávací centrum, o.p.s.";"SOU včelařské - VVC, o.p.s.";"Slatiňanská";"135";;"Nasavrky";"53825";"Nasavrky";"5227542";"469 677 128";;"info@souvnasavrky.cz";;"www.souvnasavrky.cz";"Josef Lojda";"150004842";"C00";"Střední škola";"Slatiňanská";"135";;"Nasavrky";"53825";"Nasavrky";"5227542";"260";"04.01.2005"
"650004833";"25946901";"5";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední odborné učiliště včelařské - Včelařské vzdělávací centrum, o.p.s.";"SOU včelařské - VVC, o.p.s.";"Slatiňanská";"135";;"Nasavrky";"53825";"Nasavrky";"5227542";"469 677 128";;"info@souvnasavrky.cz";;"www.souvnasavrky.cz";"Josef Lojda";"150004851";"L11";"Školní jídelna";"Slatiňanská";"135";;"Nasavrky";"53825";"Nasavrky";"5227542";"200";"04.01.2005"
"650004833";"25946901";"5";"CZ0531";"Pardubický kraj";"Chrudim";"B53000";"5304";"Chrudim";"Střední odborné učiliště včelařské - Včelařské vzdělávací centrum, o.p.s.";"SOU včelařské - VVC, o.p.s.";"Slatiňanská";"135";;"Nasavrky";"53825";"Nasavrky";"5227542";"469 677 128";;"info@souvnasavrky.cz";;"www.souvnasavrky.cz";"Josef Lojda";"150004869";"H22";"Domov mládeže";"Slatiňanská";"277";;"Nasavrky";"53825";"Nasavrky";"5228964";"80";"01.09.1986"
"650007557";"26787806";"5";"CZ0802";"Moravskoslezský kraj";"Frýdek-Místek";"B81000";"8107";"Frýdlant nad Ostravicí";"Gymnázium BESKYDY MOUNTAIN ACADEMY, s.r.o.";"Gymnázium BMA, s.r.o.";"Dvořákova";"1269";;"Frýdlant";"73911";"Frýdlant nad Ostravicí";"20600062";"603 155 292";;"info@gymnaziumbma.cz";;"www.gymnaziumbma.cz";"Ing. Danuta Pokorná";"150009810";"C00";"Střední škola";"Dvořákova";"1269";;"Frýdlant";"73911";"Frýdlant nad Ostravicí";"20600062";"200";"01.09.2003"
"650008006";"26286033";"5";"CZ0722";"Zlínský kraj";"Uherské Hradiště";"B72000";"7207";"Uherské Hradiště";"Střední škola letecká s.r.o.";"Střední škola letecká s.r.o.";"Na Záhonech";"1177";;"Kunovice";"68604";"Kunovice";"4964624";"572 818 200";"572 816 201";"skola@ssletecka.com";;"www.ssletecka.com";"Mgr. Hynek Horňáček";"150008023";"C00";"Střední škola";"Na Záhonech";"1177";;"Kunovice";"68604";"Kunovice";"4964624";"370";"12.09.2002"
"650015142";"75017130";"2";"CZ0631";"Kraj Vysočina";"Havlíčkův Brod";"D61110";"6111";"Světlá nad Sázavou";"Základní škola Světlá nad Sázavou, Lánecká 699, příspěvková organizace";"Základní škola";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"569 430 611";;"zslanecka@svetlans.cz";"podatelna@zslanecka.cz";;"Mgr. Žaneta Slezáková";"102006695";"B00";"Základní škola";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"650";"01.01.2003"
"650015142";"75017130";"2";"CZ0631";"Kraj Vysočina";"Havlíčkův Brod";"D61110";"6111";"Světlá nad Sázavou";"Základní škola Světlá nad Sázavou, Lánecká 699, příspěvková organizace";"Základní škola";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"569 430 611";;"zslanecka@svetlans.cz";"podatelna@zslanecka.cz";;"Mgr. Žaneta Slezáková";"102766533";"L11";"Školní jídelna";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"750";"23.10.2003"
"650015142";"75017130";"2";"CZ0631";"Kraj Vysočina";"Havlíčkův Brod";"D61110";"6111";"Světlá nad Sázavou";"Základní škola Světlá nad Sázavou, Lánecká 699, příspěvková organizace";"Základní škola";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"569 430 611";;"zslanecka@svetlans.cz";"podatelna@zslanecka.cz";;"Mgr. Žaneta Slezáková";"117000345";"G21";"Školní družina";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"200";"23.10.2003"
"650015142";"75017130";"2";"CZ0631";"Kraj Vysočina";"Havlíčkův Brod";"D61110";"6111";"Světlá nad Sázavou";"Základní škola Světlá nad Sázavou, Lánecká 699, příspěvková organizace";"Základní škola";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"569 430 611";;"zslanecka@svetlans.cz";"podatelna@zslanecka.cz";;"Mgr. Žaneta Slezáková";"150017537";"G22";"Školní klub";"Lánecká";"699";;"Světlá nad Sázavou";"58291";"Světlá nad Sázavou";"9541039";"30";"23.10.2003"
"650016351";"70640076";"2";"CZ0802";"Moravskoslezský kraj";"Frýdek-Místek";"D81100";"8110";"Jablunkov";"Základní škola H. Sienkiewicze s polským jazykem vyučovacím Jablunkov, příspěvková organizace";"Základní škola H. Sienkiewicze s p.j.v.";"Školní";"438";;"Jablunkov";"73991";"Jablunkov";"20610963";"558 357 885";;"pzs@pzsjablunkov.cz";"ucetni@pzsjablunkov.cz";;"Mgr. Michaela Puczok";"102080895";"B00";"Základní škola";"Školní";"438";;"Jablunkov";"73991";"Jablunkov";"20610963";"346";"09.09.1928"
"650016351";"70640076";"2";"CZ0802";"Moravskoslezský kraj";"Frýdek-Místek";"D81100";"8110";"Jablunkov";"Základní škola H. Sienkiewicze s polským jazykem vyučovacím Jablunkov, příspěvková organizace";"Základní škola H. Sienkiewicze s p.j.v.";"Školní";"438";;"Jablunkov";"73991";"Jablunkov";"20610963";"558 357 885";;"pzs@pzsjablunkov.cz";"ucetni@pzsjablunkov.cz";;"Mgr. Michaela Puczok";"119600412";"G21";"Školní družina";"Školní";"438";;"Jablunkov";"73991";"Jablunkov";"20610963";"125";"01.01.2005"
"650018290";"70156743";"2";"CZ0531";"Pardubický kraj";"Chrudim";"D53040";"5304";"Chrudim";"Základní škola, Luže, okres Chrudim";"Základní škola, Luže, okres Chrudim";"Komenského";"254";;"Luže";"53854";"Luže";"5360650";"469 671 212";;"zs.luze@tiscali.cz";;"http://www.zsluze.net";"Mgr. Vít Hospodka";"102142505";"B00";"Základní škola";"Komenského";"254";;"Luže";"53854";"Luže";"5360650";"500";"29.09.2004"
"650018290";"70156743";"2";"CZ0531";"Pardubický kraj";"Chrudim";"D53040";"5304";"Chrudim";"Základní škola, Luže, okres Chrudim";"Základní škola, Luže, okres Chrudim";"Komenského";"254";;"Luže";"53854";"Luže";"5360650";"469 671 212";;"zs.luze@tiscali.cz";;"http://www.zsluze.net";"Mgr. Vít Hospodka";"102806225";"L11";"Školní jídelna";"Žižkova";"253";;"Luže";"53854";"Luže";"5360641";"360";"29.09.2004"
"650018290";"70156743";"2";"CZ0531";"Pardubický kraj";"Chrudim";"D53040";"5304";"Chrudim";"Základní škola, Luže, okres Chrudim";"Základní škola, Luže, okres Chrudim";"Komenského";"254";;"Luže";"53854";"Luže";"5360650";"469 671 212";;"zs.luze@tiscali.cz";;"http://www.zsluze.net";"Mgr. Vít Hospodka";"117200280";"G21";"Školní družina";"Žižkova";"253";;"Luže";"53854";"Luže";"5360641";"100";"29.09.2004"
"650018290";"70156743";"2";"CZ0531";"Pardubický kraj";"Chrudim";"D53040";"5304";"Chrudim";"Základní škola, Luže, okres Chrudim";"Základní škola, Luže, okres Chrudim";"Komenského";"254";;"Luže";"53854";"Luže";"5360650";"469 671 212";;"zs.luze@tiscali.cz";;"http://www.zsluze.net";"Mgr. Vít Hospodka";"181122057";"G22";"Školní klub";"Žižkova";"253";;"Luže";"53854";"Luže";"5360641";"20";"01.09.2021"
"650020626";"75029111";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81020";"8102";"Bohumín";"Základní škola a Mateřská škola Bohumín Bezručova 190 okres Karviná, příspěvková organizace";"Základní škola a Mateřská škola";"Bezručova";"190";;"Nový Bohumín";"73581";"Bohumín";"18832695";"596 013 171";;"sekretariat@zsbezrucova.cz";;"http://www.zsbezrucova.cz";"Mgr. Barbora Sovová";"102156387";"B00";"Základní škola";"Bezručova";"190";;"Nový Bohumín";"73581";"Bohumín";"18832695";"325";"04.10.1908"
"650020626";"75029111";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81020";"8102";"Bohumín";"Základní škola a Mateřská škola Bohumín Bezručova 190 okres Karviná, příspěvková organizace";"Základní škola a Mateřská škola";"Bezručova";"190";;"Nový Bohumín";"73581";"Bohumín";"18832695";"596 013 171";;"sekretariat@zsbezrucova.cz";;"http://www.zsbezrucova.cz";"Mgr. Barbora Sovová";"107623064";"A00";"Mateřská škola";"Na Pískách";"70";;"Záblatí";"73552";"Bohumín";"18827951";"101";"01.10.2004"
"650020626";"75029111";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81020";"8102";"Bohumín";"Základní škola a Mateřská škola Bohumín Bezručova 190 okres Karviná, příspěvková organizace";"Základní škola a Mateřská škola";"Bezručova";"190";;"Nový Bohumín";"73581";"Bohumín";"18832695";"596 013 171";;"sekretariat@zsbezrucova.cz";;"http://www.zsbezrucova.cz";"Mgr. Barbora Sovová";"150020660";"G21";"Školní družina";"Bezručova";"190";;"Nový Bohumín";"73581";"Bohumín";"18832695";"90";"01.10.2004"
"650023919";"75028913";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81110";"8111";"Karviná";"Základní škola a Mateřská škola Petrovice u Karviné, příspěvková organizace";"Základní škola a Mateřská škola";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"596 361 061";"596 361 061";"zspetroviceuk@seznam.cz";;"http://www.zspetroviceuk.cz";"Mgr. Bořivoj Vlček";"102168326";"B00";"Základní škola";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"450";"01.09.1926"
"650023919";"75028913";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81110";"8111";"Karviná";"Základní škola a Mateřská škola Petrovice u Karviné, příspěvková organizace";"Základní škola a Mateřská škola";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"596 361 061";"596 361 061";"zspetroviceuk@seznam.cz";;"http://www.zspetroviceuk.cz";"Mgr. Bořivoj Vlček";"107624036";"A00";"Mateřská škola";;"151";;"Dolní Marklovice";"73572";"Petrovice u Karviné";"18150462";"145";"01.02.2004"
"650023919";"75028913";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81110";"8111";"Karviná";"Základní škola a Mateřská škola Petrovice u Karviné, příspěvková organizace";"Základní škola a Mateřská škola";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"596 361 061";"596 361 061";"zspetroviceuk@seznam.cz";;"http://www.zspetroviceuk.cz";"Mgr. Bořivoj Vlček";"119700816";"L11";"Školní jídelna";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"550";"01.02.2004"
"650023919";"75028913";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81110";"8111";"Karviná";"Základní škola a Mateřská škola Petrovice u Karviné, příspěvková organizace";"Základní škola a Mateřská škola";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"596 361 061";"596 361 061";"zspetroviceuk@seznam.cz";;"http://www.zspetroviceuk.cz";"Mgr. Bořivoj Vlček";"119700824";"G21";"Školní družina";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"150";"01.02.2004"
"650023919";"75028913";"2";"CZ0803";"Moravskoslezský kraj";"Karviná";"D81110";"8111";"Karviná";"Základní škola a Mateřská škola Petrovice u Karviné, příspěvková organizace";"Základní škola a Mateřská škola";;"186";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18153496";"596 361 061";"596 361 061";"zspetroviceuk@seznam.cz";;"http://www.zspetroviceuk.cz";"Mgr. Bořivoj Vlček";"181123975";"L13";"Školní jídelna - výdejna";;"581";;"Petrovice u Karviné";"73572";"Petrovice u Karviné";"18157301";"125";"01.09.2021"
